Dataset,Model,Tree_Index,Node,Left_Child,Right_Child,Feature,Threshold,Impurity,Samples,Weighted_Samples,Is_Leaf,Value_0,Value_1,Positive_Probability
promotion,Decision Tree,,0,1,280,num__KPIs_met >80%,0.5,0.49999999999964073,43846,43845.999999985645,False,0.5000000000001621,0.5000000000001972,0.5000000000000175
promotion,Decision Tree,,1,2,67,num__avg_training_score,60.5,0.42415592131688473,28400,21464.165938638933,False,0.6947358193592394,0.3052641806403743,0.3052641806404922
promotion,Decision Tree,,2,3,44,num__avg_training_score,57.5,0.10653770169529686,15165,8735.61967456642,False,0.9435438525695679,0.05645614743051636,0.056456147430511604
promotion,Decision Tree,,3,4,13,num__avg_training_score,54.5,0.020459763418253174,12354,6815.908582349828,False,0.9896632703101736,0.010336729689826735,0.01033672968982673
promotion,Decision Tree,,4,5,6,num__avg_training_score,53.5,0.001998116148155149,10732,5870.8420901801055,False,0.9989999418095381,0.0010000581904619481,0.0010000581904619481
promotion,Decision Tree,,5,-1,-1,leaf,,0.0,10172,5559.452433188018,True,1.0,0.0,0.0
promotion,Decision Tree,,6,7,8,cat__region_region_7,0.5,0.03699855602770308,560,311.3896569920238,False,0.9811452192281912,0.018854780771808834,0.018854780771808834
promotion,Decision Tree,,7,-1,-1,leaf,,0.0,502,274.36542680494614,True,1.0,0.0,0.0
promotion,Decision Tree,,8,9,10,num__previous_year_rating,4.5,0.2668603885809818,58,37.02423018707768,False,0.8414232061672268,0.1585767938327733,0.1585767938327733
promotion,Decision Tree,,9,-1,-1,leaf,,0.0,47,25.687599720781808,True,1.0,0.0,0.0
promotion,Decision Tree,,10,11,12,cat__education_Bachelor's,0.5,0.49935954122161164,11,11.33663046629587,False,0.4821050457057274,0.5178949542942726,0.5178949542942726
promotion,Decision Tree,,11,-1,-1,leaf,,0.3954171736469344,5,8.057362416834364,True,0.2713268420287749,0.7286731579712251,0.7286731579712251
promotion,Decision Tree,,12,-1,-1,leaf,,-2.220446049250313e-16,6,3.2792680494615074,True,1.0,0.0,0.0
promotion,Decision Tree,,13,14,19,cat__department_Sales & Marketing,0.5,0.12733413081126754,1622,945.0664921695417,False,0.9316629872879453,0.06833701271205475,0.06833701271205475
promotion,Decision Tree,,14,15,16,cat__department_HR,0.5,0.01590788330734938,1330,732.2290566729172,False,0.9919817662742441,0.008018233725756099,0.008018233725756097
promotion,Decision Tree,,15,-1,-1,leaf,,-4.440892098500626e-16,1290,705.0426306342241,True,1.0,0.0,0.0
promotion,Decision Tree,,16,17,18,num__previous_year_rating,3.5,0.33864268843789036,40,27.186426038693156,False,0.7840398841378716,0.2159601158621284,0.2159601158621284
promotion,Decision Tree,,17,-1,-1,leaf,,0.0,33,18.035974272038292,True,1.0,0.0,0.0
promotion,Decision Tree,,18,-1,-1,leaf,,0.45988316465679246,7,9.150451766654866,True,0.3583722567022842,0.6416277432977158,0.6416277432977158
promotion,Decision Tree,,19,20,25,num__avg_training_score,55.5,0.3995162114096986,292,212.83743549662444,False,0.7241470372214444,0.2758529627785557,0.2758529627785557
promotion,Decision Tree,,20,21,22,cat__region_region_2,0.5,0.10897982194384692,176,101.51650182648733,False,0.9421652281987767,0.057834771801223255,0.05783477180122326
promotion,Decision Tree,,21,-1,-1,leaf,,0.0,143,78.15588851216593,True,1.0,0.0,0.0
promotion,Decision Tree,,22,23,24,num__length_of_service,2.5,0.37632479192969914,33,23.360613314321398,False,0.748671679197995,0.251328320802005,0.251328320802005
promotion,Decision Tree,,23,-1,-1,leaf,,0.4777546257315771,8,9.696996441565117,True,0.3945358490566037,0.6054641509433962,0.6054641509433962
promotion,Decision Tree,,24,-1,-1,leaf,,-2.220446049250313e-16,25,13.66361687275628,True,1.0,0.0,0.0
promotion,Decision Tree,,25,26,37,num__previous_year_rating,4.5,0.49871673293207675,116,111.32093367013712,False,0.5253304862559266,0.4746695137440734,0.4746695137440734
promotion,Decision Tree,,26,27,30,num__age,26.5,0.4374502063388901,94,72.67375561069605,False,0.6768471001474295,0.32315289985257034,0.3231528998525704
promotion,Decision Tree,,27,28,29,cat__region_region_22,0.5,0.3954171736469344,10,16.114724833668728,False,0.2713268420287749,0.7286731579712251,0.7286731579712251
promotion,Decision Tree,,28,-1,-1,leaf,,0.21502573346491882,5,13.38200145911747,True,0.12252532102465383,0.8774746789753463,0.8774746789753463
promotion,Decision Tree,,29,-1,-1,leaf,,1.1102230246251565e-15,5,2.7327233745512562,True,1.0,0.0,0.0
promotion,Decision Tree,,30,31,32,num__length_of_service,5.5,0.3290192166691148,84,56.55903077702732,False,0.7923873999772264,0.20761260002277365,0.20761260002277365
promotion,Decision Tree,,31,-1,-1,leaf,,-2.220446049250313e-16,44,24.047965696051055,True,1.0,0.0,0.0
promotion,Decision Tree,,32,33,36,num__length_of_service,7.5,0.4614583729927263,40,32.511065080976266,False,0.6388193556520017,0.36118064434799835,0.36118064434799835
promotion,Decision Tree,,33,34,35,cat__recruitment_channel_sourcing,0.5,0.48420454778537725,17,19.940537558040486,False,0.4111308483932058,0.5888691516067942,0.5888691516067942
promotion,Decision Tree,,34,-1,-1,leaf,,0.3062941761706056,7,14.475090808937974,True,0.18878799522721296,0.811212004772787,0.811212004772787
promotion,Decision Tree,,35,-1,-1,leaf,,-6.661338147750939e-16,10,5.4654467491025125,True,1.0,0.0,0.0
promotion,Decision Tree,,36,-1,-1,leaf,,2.220446049250313e-16,23,12.570527522935778,True,1.0,0.0,0.0
promotion,Decision Tree,,37,38,41,num__length_of_service,5.5,0.3652285193927475,22,38.64717805944106,False,0.24041236488687234,0.7595876351131277,0.7595876351131277
promotion,Decision Tree,,38,39,40,cat__recruitment_channel_other,0.5,0.24092315859528635,11,27.31054759314519,False,0.14008553696418807,0.859914463035812,0.859914463035812
promotion,Decision Tree,,39,-1,-1,leaf,,0.4334708659252019,6,8.603907091744615,True,0.3176142356503691,0.6823857643496308,0.6823857643496308
promotion,Decision Tree,,40,-1,-1,leaf,,0.11003756798143471,5,18.706640501400578,True,0.058433225877124344,0.9415667741228757,0.9415667741228757
promotion,Decision Tree,,41,42,43,num__age,38.5,0.4993595412216115,11,11.33663046629587,False,0.4821050457057274,0.5178949542942726,0.5178949542942726
promotion,Decision Tree,,42,-1,-1,leaf,,0.4334708659252019,6,8.603907091744615,True,0.3176142356503691,0.6823857643496308,0.6823857643496308
promotion,Decision Tree,,43,-1,-1,leaf,,0.0,5,2.7327233745512562,True,1.0,0.0,0.0
promotion,Decision Tree,,44,45,52,cat__department_Sales & Marketing,0.5,0.34342674471989587,2811,1919.7110922172521,False,0.779797476114111,0.22020252388586067,0.22020252388586692
promotion,Decision Tree,,45,46,49,cat__department_HR,0.5,0.045160768068150614,2730,1524.0147967587848,False,0.9768853278996481,0.023114672100349537,0.023114672100349593
promotion,Decision Tree,,46,47,48,num__no_of_trainings,1.5,4.440892098500626e-15,2719,1486.0549710810692,False,1.0,0.0,0.0
promotion,Decision Tree,,47,-1,-1,leaf,,0.0,2309,1261.9716543678196,True,1.0,0.0,0.0
promotion,Decision Tree,,48,-1,-1,leaf,,0.0,410,224.083316713203,True,1.0,0.0,0.0
promotion,Decision Tree,,49,50,51,cat__education_Bachelor's,0.5,0.13361467792686732,11,37.95982567771141,False,0.07198988208620277,0.9280101179137973,0.9280101179137973
promotion,Decision Tree,,50,-1,-1,leaf,,0.3954171736469344,5,8.057362416834364,True,0.2713268420287749,0.7286731579712251,0.7286731579712251
promotion,Decision Tree,,51,-1,-1,leaf,,0.03588702081288231,6,29.90246326087704,True,0.018277580349887905,0.9817224196501121,0.9817224196501121
promotion,Decision Tree,,52,53,60,num__avg_training_score,58.5,0.04057817950402498,81,395.6962954584149,False,0.020718339336880002,0.9792816606631201,0.9792816606631201
promotion,Decision Tree,,53,54,59,num__no_of_trainings,1.5,0.11963906052391882,26,94.07974718191316,False,0.06390314179297209,0.9360968582070279,0.9360968582070279
promotion,Decision Tree,,54,55,56,num__age,31.5,0.07899488876364014,19,79.60465637297519,False,0.0411944250358548,0.9588055749641452,0.9588055749641452
promotion,Decision Tree,,55,-1,-1,leaf,,0.03008888882194649,7,35.7736469780704,True,0.01527785733574462,0.9847221426642554,0.9847221426642554
promotion,Decision Tree,,56,57,58,num__age,38.5,0.11691936096801003,12,43.83100939490477,False,0.062346804517555275,0.9376531954824447,0.9376531954824447
promotion,Decision Tree,,57,-1,-1,leaf,,0.26464259482182684,6,13.928546134027721,True,0.15695670449768812,0.8430432955023119,0.8430432955023119
promotion,Decision Tree,,58,-1,-1,leaf,,0.03588702081288253,6,29.90246326087704,True,0.018277580349887905,0.9817224196501121,0.9817224196501121
promotion,Decision Tree,,59,-1,-1,leaf,,0.3062941761706054,7,14.475090808937972,True,0.18878799522721296,0.8112120047727871,0.8112120047727871
promotion,Decision Tree,,60,61,66,num__length_of_service,8.5,0.014391337874167354,55,301.61654827650216,False,0.007248205418877948,0.9927517945811221,0.9927517945811221
promotion,Decision Tree,,61,62,65,num__age,29.5,0.007697616171275623,50,282.90990777510166,False,0.00386373654573261,0.9961362634542674,0.9961362634542674
promotion,Decision Tree,,62,63,64,num__length_of_service,3.5,0.01921925809533853,21,112.64557997649435,False,0.009703792639254877,0.9902962073607451,0.9902962073607451
promotion,Decision Tree,,63,-1,-1,leaf,,0.0,13,76.32538832351368,True,0.0,1.0,1.0
promotion,Decision Tree,,64,-1,-1,leaf,,0.05838029916382992,8,36.320191652980654,True,0.03009591359716289,0.9699040864028371,0.9699040864028371
promotion,Decision Tree,,65,-1,-1,leaf,,0.0,29,170.26432779860744,True,0.0,1.0,1.0
promotion,Decision Tree,,66,-1,-1,leaf,,0.11003756798143505,5,18.706640501400578,True,0.058433225877124344,0.9415667741228757,0.9415667741228757
promotion,Decision Tree,,67,68,195,num__previous_year_rating,4.5,0.49885006240340923,13235,12728.546264070765,False,0.5239785070159282,0.4760214929843565,0.476021492984221
promotion,Decision Tree,,68,69,192,cat__department_Sales & Marketing,0.5,0.45429238348023804,11811,9442.36165808563,False,0.6511747606570686,0.34882523934305854,0.34882523934301424
promotion,Decision Tree,,69,70,171,num__awards_won?,0.5,0.410272453564661,11674,8638.009488830889,False,0.7118107013764785,0.28818929862357695,0.28818929862356096
promotion,Decision Tree,,70,71,134,num__avg_training_score,87.5,0.37695879216162054,11545,8178.8065756812875,False,0.7480334733844449,0.251966526615555,0.251966526615555
promotion,Decision Tree,,71,72,107,cat__department_Operations,0.5,0.3366510949140398,11152,7564.666590270301,False,0.7857874254458737,0.2142125745541245,0.2142125745541249
promotion,Decision Tree,,72,73,90,num__avg_training_score,79.5,0.2833415615081206,9563,6185.041753778563,False,0.8291340444954644,0.1708659555045329,0.17086595550453337
promotion,Decision Tree,,73,74,89,cat__department_HR,0.5,0.1418832157630533,5592,3285.237300916738,False,0.923152918125918,0.07684708187407523,0.07684708187407575
promotion,Decision Tree,,74,75,82,cat__department_Finance,0.5,0.11588458763190956,5583,3232.3966474619856,False,0.9382438889294971,0.06175611107050001,0.06175611107050019
promotion,Decision Tree,,75,76,79,cat__department_Legal,0.5,0.05113477050406168,5192,2906.8802596840865,False,0.9737431949357919,0.026256805064206037,0.026256805064206093
promotion,Decision Tree,,76,77,78,num__avg_training_score,73.5,0.029092284062143925,5025,2783.6594647203538,False,0.9852358786909,0.014764121309099223,0.014764121309099236
promotion,Decision Tree,,77,-1,-1,leaf,,4.218847493575595e-15,3027,1654.3907309534616,True,1.0,0.0,0.0
promotion,Decision Tree,,78,-1,-1,leaf,,0.0701384275873339,1998,1129.2687337666832,True,0.9636062836139313,0.03639371638606332,0.036393716386063514
promotion,Decision Tree,,79,80,81,num__avg_training_score,69.5,0.40831040470262325,167,123.2207949637106,False,0.7141139828424676,0.2858860171575324,0.2858860171575324
promotion,Decision Tree,,80,-1,-1,leaf,,0.11727379633397261,162,93.86487637774381,True,0.9374506850297682,0.0625493149702317,0.0625493149702317
promotion,Decision Tree,,81,-1,-1,leaf,,1.2212453270876722e-15,5,29.35591858596679,True,0.0,1.0,1.0
promotion,Decision Tree,,82,83,86,num__avg_training_score,66.5,0.47060510811729295,391,325.51638777785337,False,0.621233023311864,0.3787669766881364,0.37876697668813625
promotion,Decision Tree,,83,84,85,cat__region_region_28,0.5,1.4432899320127035e-15,361,197.3026276426007,False,1.0,0.0,0.0
promotion,Decision Tree,,84,-1,-1,leaf,,0.0,352,192.38372556840844,True,1.0,0.0,0.0
promotion,Decision Tree,,85,-1,-1,leaf,,0.0,9,4.918902074192261,True,1.0,0.0,0.0
promotion,Decision Tree,,86,87,88,num__avg_training_score,68.5,0.07378598231057587,30,128.21376013525284,False,0.038364853109395636,0.9616351468906043,0.9616351468906044
promotion,Decision Tree,,87,-1,-1,leaf,,0.4777546257315771,8,9.696996441565117,True,0.3945358490566037,0.6054641509433962,0.6054641509433962
promotion,Decision Tree,,88,-1,-1,leaf,,0.01827602556446617,22,118.51676369368771,True,0.009223077949087817,0.9907769220509122,0.9907769220509122
promotion,Decision Tree,,89,-1,-1,leaf,,-6.772360450213455e-14,9,52.840653454740234,True,0.0,1.0,1.0
promotion,Decision Tree,,90,91,106,cat__department_Procurement,0.5,0.40088202546746043,3971,2899.804452861668,False,0.7226184791661493,0.27738152083383305,0.27738152083383794
promotion,Decision Tree,,91,92,99,num__previous_year_rating,1.5,0.33002032390898917,3928,2647.343553022346,False,0.7915301666131878,0.20846983338679517,0.20846983338679873
promotion,Decision Tree,,92,93,96,cat__region_region_16,0.5,0.06855795790024999,585,330.37791290706315,False,0.9644577710081671,0.035542228991833055,0.03554222899183305
promotion,Decision Tree,,93,94,95,cat__region_region_22,0.5,0.03668281685485486,565,314.12238036657504,False,0.9813092473374811,0.018690752662518968,0.018690752662518965
promotion,Decision Tree,,94,-1,-1,leaf,,0.0,475,259.60872058236936,True,1.0,0.0,0.0
